Brand,Price,Processor_Brand,RAM_Expandable,RAM_Capacity,RAM_TYPE(DDR),Display_type,GPU_Brand,HDD(GB),Processor_Category,Display_Tier,GPU_Tier,Processor_Speed(Ghz),SSD(GB)
ASUS,209965.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
Dell,237482.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Large,Low-end,4.0,512
HP,205765.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
Lenovo,396515.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
Lenovo,216965.0,Intel,Yes,8,LP4,LCD,Intel,0,Intel I5,Small,Low-end,3.5,512
HP,136465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
Other,96215.0,Intel,No,8,LP4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,256
ASUS,227465.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Entry-level,2.5,512
ASUS,709236.5,AMD,Yes,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,3.5,1024
ASUS,145215.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
HP,274050.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
HP,147294.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
HP,185465.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
Dell,125965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
ASUS,125965.0,AMD,Yes,4,4,LED,AMD,1024,AMD Ryzen 5,Small,Low-end,2.0,0
Lenovo,62965.0,AMD,No,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,2.5,0
HP,493500.0,Intel,No,16,4,LED,Intel,0,Intel I7,Small,Entry-level,2.5,1024
Lenovo,118650.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
Other,109749.5,Intel,Yes,8,4,LED,Intel,0,Intel I3,Small,Entry-level,3.0,512
HP,86870.0,Intel,Yes,4,3,LED,Intel,1024,Intel Celeron,Small,Entry-level,1.5,0
ASUS,112024.5,Intel,No,8,4,LED,NVIDIA,0,Intel I5,Small,Low-end,1.0,512
ASUS,160965.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,256
HP,139485.5,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,256
Acer,171465.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
Lenovo,90965.0,AMD,No,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,3.0,0
ASUS,403868.5,Intel,Yes,16,4,LED,NVIDIA,0,Intel I7,Small,Mid-end,2.5,1024
Other,279965.0,Intel,No,4,3,LCD,Intel,0,Intel I5,Small,Entry-level,2.5,128
Lenovo,89211.5,Intel,No,4,4,LED,Intel,0,Intel Other,Small,Entry-level,2.0,128
HP,236250.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,2.5,512
ASUS,178465.0,Intel,Yes,8,4,LED,NVIDIA,0,Intel I7,Small,Low-end,2.0,512
ASUS,164465.0,AMD,No,8,4,LCD,AMD,1024,AMD Ryzen 5,Small,Entry-level,4.0,256
HP,223965.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.0,256
HP,262465.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,256
ASUS,314965.0,Intel,No,8,3,LED,NVIDIA,0,Intel I7,Small,Low-end,2.0,512
Other,93975.0,AMD,No,8,3,LED,AMD,0,AMD Ryzen 3,Small,Low-end,2.5,256
Acer,69265.0,AMD,No,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,2.5,0
ASUS,230965.0,AMD,Yes,8,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,512
Lenovo,134225.0,Intel,Yes,8,4,LED,Intel,0,Intel I3,Small,Entry-level,2.0,256
ASUS,136465.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
HP,244996.5,AMD,No,8,4,LED,AMD,0,AMD Ryzen 5,Small,Entry-level,2.5,512
ASUS,209965.0,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,256
ASUS,174706.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,0
Dell,173250.0,Intel,Yes,4,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
ASUS,118965.0,AMD,No,8,LP5,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,4.0,512
Acer,279996.5,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,128
Dell,199367.0,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.0,512
Dell,247506.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,0
ASUS,104965.0,AMD,No,8,4,LED,AMD,0,AMD A-Series,Small,Entry-level,2.5,512
ASUS,108465.0,Intel,Yes,8,4,LED,Intel,0,Intel I3,Small,Entry-level,1.0,512
Other,244965.0,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,256
HP,293996.5,AMD,Yes,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,4.0,512
ASUS,72380.0,Intel,No,4,3,LED,Intel,500,Intel Celeron,Small,Entry-level,1.0,0
MSI,188965.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
HP,122465.0,AMD,No,8,4,LED,AMD,1024,AMD Ryzen 3,Small,Low-end,2.5,0
ASUS,139965.0,AMD,Yes,8,4,LED,NVIDIA,1024,AMD Ryzen 5,Large,Mid-end,2.0,0
Dell,157465.0,Intel,Yes,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
HP,192461.5,Intel,Yes,8,4,LED,AMD,1024,Intel I5,Small,Low-end,2.5,0
Lenovo,192465.0,AMD,No,8,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
Lenovo,168140.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,512
HP,227465.0,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Low-end,4.0,1024
ASUS,177068.5,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,256
ASUS,185465.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,0
ASUS,402465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,4.5,1024
HP,160646.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Low-end,4.0,256
HP,115804.5,Intel,Yes,4,3,LED,Intel,500,Intel I3,Small,Entry-level,2.0,0
Acer,112637.0,AMD,No,8,LP5,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,256
Other,269465.0,Intel,No,8,4,LED,Intel,0,Intel I7,Large,Low-end,1.5,512
Lenovo,76370.0,AMD,No,4,4,LED,AMD,500,AMD Other,Small,Entry-level,2.0,0
Lenovo,367500.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,2.5,512
HP,276465.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Large,Mid-end,2.5,256
HP,92669.5,AMD,No,4,4,LED,AMD,500,AMD A-Series,Small,Entry-level,2.5,0
ASUS,454268.5,Intel,No,16,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.0,256
Lenovo,83965.0,AMD,No,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,3.0,0
ASUS,391965.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.0,128
Lenovo,203854.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,0
HP,226415.0,AMD,No,8,4,LED,NVIDIA,1024,AMD Ryzen 5,Small,Mid-end,2.0,256
HP,79765.0,AMD,Yes,4,4,LED,AMD,500,AMD A-Series,Small,Entry-level,3.0,0
Lenovo,226502.5,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,0
MSI,332465.0,Intel,No,16,4,LED,NVIDIA,0,Intel I7,Small,Low-end,2.0,512
ASUS,176099.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,256
HP,244965.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,0
Lenovo,257890.5,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Entry-level,2.5,256
Lenovo,206465.0,Intel,No,4,4,LED,Intel,1024,Intel I5,Small,Entry-level,2.5,0
ASUS,271232.5,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I7,Small,Low-end,2.0,256
Acer,300300.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,128
ASUS,101412.5,AMD,Yes,4,4,LED,AMD,1024,AMD Ryzen 3,Small,Low-end,2.5,0
HP,108643.5,Intel,Yes,4,3,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
ASUS,134242.5,Intel,Yes,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,256
Dell,186987.5,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
HP,143465.0,AMD,No,8,4,LED,NVIDIA,1024,AMD Ryzen 5,Small,Mid-end,2.0,0
HP,108465.0,Intel,No,4,3,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
Lenovo,115244.5,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,0
HP,101465.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
ASUS,119787.5,Intel,Yes,8,4,LED,Intel,0,Intel I3,Small,Entry-level,1.0,512
Dell,94465.0,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
Lenovo,160965.0,Intel,Yes,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,2.5,0
ASUS,64746.5,Intel,Yes,4,4,LED,Intel,1024,Intel Celeron,Small,Entry-level,1.0,0
HP,84353.5,AMD,No,4,4,LED,AMD,0,AMD A-Series,Small,Entry-level,3.0,256
HP,72096.5,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
Other,153965.0,Intel,No,8,LP4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
Acer,87496.5,Intel,Yes,4,4,LED,Intel,1024,Intel Pentium,Small,Entry-level,2.5,0
HP,105000.0,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
ASUS,97965.0,AMD,No,8,4,LED,AMD,0,AMD Ryzen 5,Small,Low-end,2.0,512
HP,118986.0,Intel,No,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
ASUS,106550.5,AMD,Yes,8,4,LED,AMD,0,AMD Ryzen 5,Small,Low-end,2.0,512
HP,89596.5,AMD,Yes,4,3,LED,AMD,1024,AMD A-Series,Small,Entry-level,2.0,0
ASUS,115888.5,Intel,No,4,4,LED,Intel,0,Intel I3,Small,Entry-level,2.0,256
Acer,255465.0,AMD,Yes,8,4,LED,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,2.0,512
HP,95287.5,AMD,Yes,4,3,LED,AMD,1024,AMD A-Series,Small,Entry-level,2.0,0
HP,88518.5,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,1.0,256
ASUS,62758.5,Intel,No,4,4,LED,Intel,0,Intel I3,Small,Entry-level,2.0,256
ASUS,108160.5,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.0,512
Other,122465.0,Intel,No,8,LP4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,256
Lenovo,87465.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
Acer,129412.5,Intel,Yes,8,4,LED,NVIDIA,0,Intel I5,Small,Low-end,1.5,512
ASUS,93065.0,Intel,No,4,4,LED,Intel,0,Intel I3,Small,Entry-level,2.5,256
Lenovo,94465.0,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
ASUS,73496.5,Intel,No,4,4,LED,Intel,1024,Intel Pentium,Small,Entry-level,1.0,0
HP,144868.5,Intel,No,4,4,LED,Intel,0,Intel I3,Small,Entry-level,2.0,256
HP,143465.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
Dell,70808.5,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
Dell,88840.5,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
ASUS,72096.5,AMD,No,8,4,LED,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,256
Lenovo,107194.5,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Entry-level,2.5,0
HP,106715.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
HP,92750.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
ASUS,77248.5,Intel,Yes,4,4,LED,Intel,0,Intel I3,Small,Entry-level,1.0,512
ASUS,118142.5,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,0
HP,112668.5,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
Dell,97594.0,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
ASUS,94465.0,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
HP,129150.0,Intel,No,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
MSI,279965.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.0,0
HP,135208.5,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,2.5,0
HP,87300.5,Intel,Yes,4,3,LED,Intel,1024,Intel Pentium,Small,Entry-level,1.5,0
ASUS,138428.5,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,512
HP,87465.0,AMD,No,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,3.0,0
Acer,263364.5,Intel,Yes,16,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.5,256
HP,101465.0,AMD,No,8,4,LED,AMD,1024,AMD Ryzen 5,Small,Low-end,2.0,256
HP,145215.0,AMD,No,8,4,LED,AMD,0,AMD Ryzen 5,Small,Low-end,2.0,512
HP,192465.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,0
ASUS,178465.0,AMD,Yes,8,4,LED,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,512
Acer,194215.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,0
HP,123466.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
HP,86908.5,AMD,No,8,4,LED,AMD,0,AMD Ryzen 5,Small,Low-end,2.0,512
HP,150465.0,Intel,Yes,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,4.0,0
ASUS,483896.0,Intel,Yes,8,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
HP,164465.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
Acer,101465.0,Intel,Yes,4,4,LED,Intel,500,Intel I3,Small,Entry-level,2.5,0
HP,143465.0,Intel,Yes,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
Dell,109126.5,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,1.5,256
Acer,143465.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,0
HP,83965.0,AMD,Yes,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,2.5,0
Acer,198331.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,0
Acer,109921.0,Intel,Yes,4,4,LED,Intel,500,Intel I3,Small,Entry-level,2.5,0
HP,122083.5,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
ASUS,182542.5,Intel,Yes,8,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
ASUS,453572.0,Intel,No,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.0,512
Lenovo,218715.0,AMD,Yes,8,4,LED,NVIDIA,1024,AMD Ryzen 5,Small,Mid-end,3.0,256
Lenovo,108465.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
Lenovo,103974.5,Intel,Yes,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
HP,77248.5,Intel,No,4,4,LED,Intel,1024,Intel Celeron,Small,Entry-level,1.0,0
HP,199465.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
Acer,153965.0,AMD,No,8,4,LED,AMD,1024,AMD Ryzen 5,Small,Low-end,2.0,0
ASUS,265965.0,AMD,No,8,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,4.0,512
Other,150209.5,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,512
Acer,135208.5,AMD,Yes,8,4,LED,AMD,1024,AMD Ryzen 5,Small,Low-end,2.0,0
Acer,181965.0,AMD,No,8,4,LED,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,2.0,512
HP,137546.5,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,4.0,256
ASUS,94636.5,Intel,No,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,1.0,0
ASUS,110414.5,Intel,Yes,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
MSI,192465.0,Intel,Yes,8,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
HP,97965.0,AMD,No,4,4,LED,AMD,1024,AMD Athlon,Small,Entry-level,2.5,0
HP,199465.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,256
Dell,185465.0,AMD,Yes,8,4,LED,AMD,0,AMD Ryzen 5,Small,Low-end,2.0,512
Dell,114296.0,AMD,No,8,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,2.5,0
ASUS,76965.0,Intel,No,8,4,LCD,Intel,0,Intel Celeron,Small,Entry-level,1.0,256
Dell,85715.0,Intel,Yes,4,4,LED,Intel,0,Intel Pentium,Small,Entry-level,1.0,256
Lenovo,71130.5,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,1.0,0
Dell,118965.0,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,1.0,0
ASUS,150986.5,AMD,No,8,4,LED,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,512
HP,175616.0,Intel,Yes,8,4,LED,AMD,1024,Intel I5,Small,Mid-end,2.5,0
Dell,147150.5,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,1.0,256
ASUS,209965.0,AMD,No,8,4,LED,NVIDIA,0,AMD Ryzen 5,Large,Mid-end,2.0,512
HP,209965.0,AMD,Yes,8,4,LED,NVIDIA,1024,AMD Ryzen 5,Small,Mid-end,3.0,0
HP,160965.0,Intel,Yes,8,3,LED,AMD,1024,Intel I5,Small,Mid-end,2.5,0
Lenovo,227500.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Low-end,1.0,256
HP,262115.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,256
HP,174965.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
HP,67588.5,AMD,No,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,2.5,0
MSI,349965.0,Intel,No,16,4,LED,NVIDIA,0,Intel I7,Small,Mid-end,2.5,512
Other,136465.0,Intel,No,8,3,LED,Intel,0,Intel I5,Small,Entry-level,1.5,256
HP,181716.5,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.0,512
Lenovo,115888.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,2.0,512
Lenovo,90965.0,AMD,Yes,4,4,LED,AMD,1024,AMD Athlon,Small,Entry-level,2.5,0
Other,97265.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
Other,122465.0,Intel,No,8,3,LED,Intel,0,Intel I5,Small,Entry-level,1.5,256
Dell,118996.5,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,1.0,0
ASUS,230965.0,AMD,No,16,4,LED,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,512
ASUS,160965.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,0
Dell,101465.0,AMD,Yes,8,4,LED,AMD,0,AMD Ryzen 3,Small,Low-end,2.5,256
Lenovo,206465.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.0,512
Acer,133276.5,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Low-end,2.5,0
ASUS,213500.0,Intel,Yes,8,4,LED,NVIDIA,0,Intel I5,Small,Low-end,1.5,512
Acer,80496.5,Intel,No,4,3,LED,Intel,500,Intel Pentium,Small,Entry-level,1.0,0
ASUS,149698.5,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,4.0,512
HP,76443.5,AMD,No,4,4,LED,AMD,500,AMD Other,Small,Entry-level,1.5,0
Lenovo,156138.5,AMD,No,8,4,LED,NVIDIA,1024,AMD Ryzen 5,Small,Mid-end,3.0,256
Acer,228165.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,256
Lenovo,127715.0,Intel,Yes,8,4,LED,Intel,0,Intel I3,Small,Entry-level,1.0,256
Apple,598465.0,Apple,No,16,4,LCD,Apple,0,Apple M-series,Large,High-end,2.5,1024
ASUS,80465.0,Intel,No,4,3,LED,Intel,1024,Intel Pentium,Small,Entry-level,1.5,0
HP,222250.0,AMD,No,8,4,LED,NVIDIA,1024,AMD Ryzen 5,Small,Mid-end,3.0,256
ASUS,76965.0,Intel,Yes,4,3,LED,Intel,1024,Intel Pentium,Small,Entry-level,1.0,0
ASUS,252000.0,Intel,Yes,8,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,2.5,1024
MSI,106550.5,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,0
ASUS,180257.0,Intel,No,16,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
Lenovo,94465.0,AMD,Yes,4,4,LED,AMD,1024,AMD Ryzen 3,Small,Low-end,2.5,0
HP,115465.0,AMD,No,4,4,LED,AMD,0,AMD Ryzen 3,Small,Low-end,2.5,512
HP,116396.0,AMD,No,4,4,LED,AMD,1024,AMD Ryzen 3,Small,Low-end,2.5,0
ASUS,185465.0,Intel,Yes,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,256
MSI,248465.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,3.0,512
MSI,230965.0,Intel,No,8,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.5,512
HP,115465.0,AMD,Yes,4,4,LED,AMD,1024,AMD Ryzen 3,Small,Low-end,2.5,0
Acer,234465.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,256
Lenovo,261065.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,256
HP,112665.0,Intel,No,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
Lenovo,192524.5,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,256
HP,229250.0,Intel,Yes,16,4,LED,NVIDIA,0,Intel I5,Small,Low-end,4.0,512
Acer,244965.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.5,256
Lenovo,192465.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,0
Lenovo,139965.0,Intel,No,4,4,LED,Intel,0,Intel I3,Small,Entry-level,2.0,256
HP,118965.0,Intel,No,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
ASUS,174965.0,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,3.0,256
HP,164461.5,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,2.5,0
Acer,404215.0,Intel,Yes,16,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.0,128
HP,150465.0,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,1.0,512
Acer,139965.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
Lenovo,96215.0,Intel,No,4,4,LED,Intel,0,Intel Celeron,Small,Entry-level,3.0,256
Other,80465.0,Intel,No,4,LP4,LED,Intel,0,Intel Celeron,Small,Entry-level,1.0,128
Acer,97212.5,Intel,Yes,4,4,LED,Intel,0,Intel I3,Small,Entry-level,1.0,512
Acer,125734.0,Intel,Yes,4,3,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
Acer,314996.5,Intel,Yes,16,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,256
Lenovo,104965.0,Intel,No,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.5,0
MSI,249987.5,Intel,No,16,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.5,256
ASUS,163915.5,Intel,No,8,3,LED,Intel,0,Intel I5,Small,Entry-level,1.5,256
Lenovo,157465.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.5,0
Dell,104965.0,AMD,No,4,4,LCD,AMD,0,AMD Athlon,Small,Entry-level,2.5,256
MSI,192465.0,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Entry-level,2.0,512
Lenovo,160002.5,AMD,No,8,4,LED,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.0,512
ASUS,223965.0,AMD,Yes,16,4,LED,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,4.0,512
Dell,78862.0,AMD,Yes,4,4,LED,AMD,500,AMD A-Series,Small,Entry-level,2.0,0
HP,230965.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,1.5,256
Acer,114278.5,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,0
Lenovo,127750.0,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
Lenovo,129090.5,AMD,No,8,4,LED,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
Dell,154637.0,Intel,No,4,4,LED,AMD,1024,Intel I5,Small,Mid-end,2.5,0
ASUS,178465.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.0,256
ASUS,150465.0,Intel,No,4,4,LED,Intel,0,Intel I3,Small,Entry-level,2.0,512
MSI,300965.0,AMD,No,16,4,LED,AMD,0,AMD Ryzen 7,Small,Mid-end,3.5,1024
ASUS,83965.0,AMD,Yes,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,2.5,0
Lenovo,150465.0,Intel,Yes,8,4,LED,Intel,1024,Intel I5,Small,Entry-level,1.0,0
Lenovo,136465.0,AMD,No,8,4,LED,AMD,1024,AMD Ryzen 5,Small,Low-end,2.0,0
