Brand,Price,Processor_Brand,RAM_Expandable,RAM_Size (GB),RAM_TYPE(DDR),Ghz,Display_type,GPU_Brand,SSD(GB),HDD(GB),Display_Tier,GPU_Tier,Processor_Tier,Processor_Speed(Ghz)
Lenovo,204050.0,Intel,No,8,4,3.3,LCD,Intel,512.0,0,Small,Entry-level,Other,3.5
Hp,349860.0,Intel,No,16,4,4.7,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,4.5
Hp,407715.0,Intel,No,16,4,4.8,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,5.0
Asus,220465.0,Intel,No,16,4,1.3,LED,Intel,512.0,0,Large,Low-end,Other,1.5
Other,664996.5,Intel,Yes,16,5,2.3,LED,NVIDIA,1024.0,0,Large,High-end,Other,2.5
Hp,381465.0,Intel,Yes,16,5,4.8,LED,Intel,512.0,0,Large,Low-end,Other,5.0
Other,412646.5,Intel,Yes,16,5,3.4,LCD,Intel,512.0,0,Small,Low-end,Other,3.5
Asus,290150.0,AMD,Yes,16,4,4.2,LED,NVIDIA,512.0,0,Large,Mid-end,High-End,4.0
Lenovo,369600.0,Intel,No,16,4,2.8,LCD,Intel,512.0,0,Small,Low-end,Other,3.0
Lenovo,500496.5,AMD,Yes,8,4,2.9,LCD,NVIDIA,256.0,1024,Large,Mid-end,High-End,3.0
Dell,234115.0,Intel,Yes,8,4,2.4,LCD,NVIDIA,512.0,0,Large,Low-end,Other,2.5
Dell,215162.5,AMD,No,16,4,2.3,LCD,AMD,512.0,0,Small,Entry-level,Mid-End,2.5
Lenovo,318465.0,Intel,No,16,4,1.7,LCD,Intel,1024.0,0,Large,Low-end,Other,1.5
Dell,231000.0,Intel,No,8,4,3.3,LCD,NVIDIA,512.0,0,Large,Low-end,Other,3.5
Lenovo,629965.0,Intel,No,16,4,2.5,LCD,NVIDIA,512.0,0,Large,High-end,Other,2.5
Lenovo,279646.5,Intel,No,16,4,2.4,LCD,Intel,512.0,0,Small,Low-end,Other,2.5
Lenovo,279965.0,Intel,No,16,4,2.7385892116182573,LCD,Intel,512.0,0,Small,Entry-level,Other,2.5
Msi,664965.0,Intel,Yes,32,4,4.7,LCD,NVIDIA,1024.0,0,Large,High-end,Other,4.5
Lenovo,193515.0,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Large,Low-end,Other,4.0
Lenovo,588000.0,Intel,No,16,4,2.8,LCD,NVIDIA,512.0,0,Small,Low-end,Other,3.0
Lenovo,227815.0,Intel,No,8,4,2.4,LCD,Intel,512.0,0,Small,Low-end,Other,2.5
Hp,199496.5,Intel,No,8,4,4.7,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,4.5
Dell,328965.0,Intel,No,16,5,3.4,LCD,Intel,512.0,0,Small,Entry-level,Other,3.5
Lenovo,453250.0,Intel,No,16,4,2.8,LCD,Intel,1024.0,0,Small,Entry-level,Other,3.0
Hp,372239.0,Intel,Yes,16,4,2.4,LCD,Intel,512.0,0,Large,Low-end,Other,2.5
Lenovo,169746.5,Intel,Yes,4,4,3.4,LCD,Intel,256.0,0,Small,Entry-level,Other,3.5
Dell,747446.0,Intel,Yes,16,4,2.9,LED,Intel,1024.0,0,Small,Entry-level,Other,3.0
Lenovo,173250.0,AMD,Yes,8,4,2.9869688385269124,LCD,AMD,512.0,0,Large,Entry-level,Mid-End,3.0
Lenovo,171496.5,Intel,Yes,4,4,2.1,LCD,Intel,256.0,0,Small,Entry-level,Other,2.0
Lenovo,766500.0,Intel,Yes,16,4,1.8,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.0
Lenovo,335965.0,Intel,No,16,4,4.7,LCD,Intel,512.0,0,Small,Low-end,Other,4.5
Msi,338800.0,AMD,Yes,16,4,2.1,LCD,AMD,512.0,0,Large,Mid-end,Mid-End,2.0
Msi,717465.0,Intel,Yes,16,5,3.4,LCD,NVIDIA,1024.0,0,Large,High-end,Other,3.5
Lenovo,339496.5,Intel,No,16,4,4.2,LCD,Intel,512.0,0,Small,Low-end,Other,4.0
Lenovo,307996.5,Intel,No,16,4,2.8,LCD,Intel,512.0,0,Small,Low-end,Other,3.0
Lenovo,304496.5,Intel,No,16,4,4.2,LCD,Intel,512.0,0,Small,Entry-level,Other,4.0
Dell,232746.5,Intel,Yes,16,4,3.3,LCD,Intel,512.0,0,Large,Low-end,Other,3.5
Msi,454965.0,Intel,Yes,16,4,4.7,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,4.5
Asus,196525.0,Intel,No,8,4,2.4,LCD,NVIDIA,512.0,0,Medium,Low-end,Other,2.5
Acer,216720.0,Intel,Yes,16,4,4.2,LCD,Intel,512.0,0,Large,Low-end,Other,4.0
Lenovo,300996.5,AMD,Yes,8,4,2.3,LCD,AMD,512.0,0,Small,Entry-level,Mid-End,2.5
Other,226667.0,Intel,No,8,5,3.3,LCD,Intel,512.0,0,Small,Low-end,Other,3.5
Asus,318321.5,Intel,No,16,5,2.7385892116182573,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Asus,111965.0,Intel,No,8,4,2.1,LCD,Intel,256.0,0,Small,Entry-level,Other,2.0
Dell,631410.5,Intel,No,16,5,4.7,LCD,Intel,1024.0,0,Small,Low-end,Other,4.5
Asus,164482.5,Intel,No,8,4,2.7385892116182573,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,2.5
Asus,369561.5,Intel,No,16,4,2.8,LCD,NVIDIA,1024.0,0,Small,Low-end,Other,3.0
Lenovo,277371.5,Intel,No,8,4,2.4,LCD,Intel,512.0,0,Small,Low-end,Other,2.5
Lenovo,387765.0,Intel,No,16,4,1.8,LED,NVIDIA,512.0,0,Small,Low-end,Other,2.0
Hp,661465.0,Intel,No,16,3,1.2,LED,Intel,512.0,0,Small,Entry-level,Other,1.0
Acer,183715.0,Intel,No,4,4,4.0,LED,NVIDIA,512.0,0,Large,Low-end,Other,4.0
Asus,171496.5,Intel,Yes,8,4,1.0,LED,Intel,512.0,0,Small,Entry-level,Other,1.0
Hp,458465.0,Intel,No,16,4,1.8,LED,NVIDIA,1024.0,0,Large,Low-end,Other,2.0
Other,171332.0,Intel,No,8,4,1.8,LED,Intel,256.0,0,Small,Entry-level,Other,2.0
Hp,316624.0,Intel,No,8,4,1.6,LED,Intel,512.0,0,Small,Entry-level,Other,1.5
Hp,349965.0,Intel,No,16,4,1.8,LED,NVIDIA,512.0,0,Small,Low-end,Other,2.0
Asus,220465.0,AMD,Yes,16,5,3.1,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
Asus,439820.5,Intel,No,16,4,2.9,LED,NVIDIA,1024.0,0,Large,Mid-end,Other,3.0
Msi,262465.0,Intel,Yes,16,4,3.1,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.0
Dell,160965.0,Intel,No,8,4,3.3,LCD,Intel,512.0,0,Medium,Entry-level,Other,3.5
Samsung,573965.0,Intel,No,16,5,1.4,LED,Intel,512.0,0,Large,Low-end,Other,1.5
Acer,115465.0,Intel,No,8,4,1.2,LCD,Intel,512.0,0,Large,Entry-level,Other,1.0
Hp,279965.0,Intel,Yes,16,4,4.7,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,4.5
Asus,251965.0,AMD,Yes,16,5,3.1,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
Hp,293965.0,Intel,Yes,16,4,4.7,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,4.5
Msi,209965.0,Intel,Yes,16,5,4.7,LCD,Intel,512.0,0,Small,Low-end,Other,4.5
Lenovo,385000.0,AMD,Yes,32,5,3.1,LCD,NVIDIA,1024.0,0,Large,Entry-level,High-End,3.0
Dell,593075.0,Intel,No,16,5,4.8,LCD,Intel,512.0,0,Small,Low-end,Other,5.0
Lenovo,90965.0,Intel,Yes,8,4,1.1,LCD,Intel,512.0,0,Small,Entry-level,Low-End,1.0
Lenovo,626465.0,Intel,Yes,32,5,4.8,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,5.0
Asus,304465.0,Intel,Yes,16,4,2.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Lenovo,567000.0,Intel,Yes,16,5,3.4,LED,NVIDIA,1024.0,0,Medium,Mid-end,Other,3.5
Asus,255465.0,AMD,Yes,16,5,3.1,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
Asus,184765.0,Intel,Yes,16,4,1.3,LCD,Intel,512.0,0,Large,Low-end,Other,1.5
Hp,129465.0,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Large,Entry-level,Other,4.0
Lenovo,269465.0,AMD,No,16,5,4.0,LCD,AMD,512.0,0,Small,Low-end,High-End,4.0
Other,318678.5,Intel,Yes,16,5,4.7,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,4.5
Msi,255465.0,Intel,Yes,16,5,4.8,LCD,Intel,1024.0,0,Large,Low-end,Other,5.0
Lenovo,626465.0,Intel,Yes,32,5,3.4,LED,Intel,1024.0,0,Small,Low-end,Other,3.5
Lenovo,836465.0,Intel,No,32,5,4.0,LED,Intel,1024.0,0,Small,Entry-level,Other,4.0
Hp,293965.0,AMD,Yes,16,5,4.8,LCD,AMD,512.0,0,Small,Entry-level,High-End,5.0
Lenovo,244996.5,Intel,No,16,4,2.4,LCD,Intel,512.0,0,Small,Low-end,Other,2.5
Acer,146965.0,Intel,No,8,5,4.0,LCD,Intel,512.0,0,Small,Entry-level,Other,4.0
Acer,244965.0,AMD,No,8,4,3.0,LED,NVIDIA,512.0,0,Large,Mid-end,Mid-End,3.0
Hp,195965.0,Intel,Yes,8,4,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,4.0
Lenovo,178465.0,Intel,Yes,8,4,2.4,LED,Intel,512.0,0,Large,Low-end,Other,2.5
Other,150465.0,AMD,No,8,4,2.1,LED,AMD,256.0,0,Large,Low-end,Mid-End,2.0
Hp,281715.0,AMD,No,16,5,4.7,LCD,AMD,1024.0,0,Small,Entry-level,High-End,4.5
Hp,204746.5,Intel,No,8,4,3.4,LCD,Intel,512.0,0,Small,Entry-level,Other,3.5
Acer,489996.5,Intel,Yes,16,5,4.0,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,4.0
Lenovo,237965.0,AMD,No,16,4,2.1,LCD,AMD,512.0,0,Small,Entry-level,Mid-End,2.0
Acer,151168.5,Intel,Yes,8,4,2.4,LCD,Intel,512.0,0,Large,Low-end,Other,2.5
Dell,258968.5,Intel,Yes,8,4,2.6,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Hp,402150.0,Intel,No,16,4,3.4,LED,Intel,1024.0,0,Large,Low-end,Other,3.5
Lenovo,224000.0,AMD,No,8,4,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,3.5
Dell,258965.0,Intel,Yes,16,4,2.6,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Asus,160965.0,Intel,No,8,4,2.4,LED,Intel,256.0,1024,Small,Low-end,Other,2.5
Lenovo,93065.0,Intel,Yes,4,4,1.6226993865030674,LCD,Intel,256.0,0,Large,Entry-level,Low-End,1.5
Lenovo,234465.0,Intel,Yes,16,4,2.0,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.0
Lenovo,90650.0,Intel,No,4,4,1.6226993865030674,LCD,Intel,256.0,0,Large,Entry-level,Low-End,1.5
Asus,209965.0,Intel,No,8,4,2.7385892116182573,LED,Intel,512.0,0,Small,Low-end,Other,2.5
Dell,237482.0,Intel,Yes,16,4,4.2,LCD,NVIDIA,512.0,0,Large,Low-end,Other,4.0
Hp,205765.0,AMD,No,16,4,4.2,LCD,AMD,512.0,0,Large,Entry-level,Mid-End,4.0
Lenovo,396515.0,Intel,No,16,4,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.5
Lenovo,216965.0,Intel,Yes,8,4,3.3,LCD,Intel,512.0,0,Small,Low-end,Other,3.5
Hp,136465.0,Intel,Yes,8,4,4.2,LCD,Intel,512.0,0,Large,Entry-level,Other,4.0
Other,96215.0,Intel,No,8,4,1.2,LCD,Intel,256.0,0,Small,Entry-level,Other,1.0
Asus,227465.0,Intel,No,16,4,2.3,LCD,Intel,512.0,0,Large,Entry-level,Other,2.5
Asus,709236.5,AMD,Yes,16,4,3.5710437710437706,LCD,NVIDIA,1024.0,0,Large,Mid-end,High-End,3.5
Asus,145215.0,Intel,Yes,8,4,1.1,LCD,Intel,512.0,0,Large,Entry-level,Other,1.0
Hp,274050.0,Intel,No,16,4,4.2,LCD,Intel,512.0,0,Small,Low-end,Other,4.0
Hp,147294.0,AMD,No,16,4,4.0,LCD,AMD,512.0,0,Large,Entry-level,Mid-End,4.0
Hp,185465.0,Intel,Yes,16,4,4.2,LCD,Intel,512.0,0,Large,Low-end,Other,4.0
Dell,125965.0,Intel,Yes,8,4,0.8,LCD,Intel,512.0,0,Small,Entry-level,Other,1.0
Hp,493500.0,Intel,No,16,4,2.6,LED,Intel,1024.0,0,Large,Entry-level,Other,2.5
Lenovo,118650.0,Intel,Yes,8,4,4.0,LCD,Intel,512.0,0,Large,Entry-level,Other,4.0
Other,109749.5,Intel,Yes,8,4,3.0,LED,Intel,512.0,0,Large,Entry-level,Other,3.0
Asus,112024.5,Intel,No,8,4,1.0,LED,NVIDIA,512.0,0,Large,Low-end,Other,1.0
Asus,160965.0,Intel,No,8,4,1.6,LED,Intel,256.0,0,Small,Entry-level,Other,1.5
Hp,139485.5,Intel,No,4,4,2.3,LED,Intel,256.0,1024,Large,Entry-level,Other,2.5
Acer,171465.0,Intel,No,16,4,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.5
Asus,403868.5,Intel,Yes,16,4,2.6,LED,NVIDIA,1024.0,0,Large,Mid-end,Other,2.5
Other,279965.0,Intel,No,4,3,2.4,LCD,Intel,128.0,0,Small,Entry-level,Other,2.5
Lenovo,89211.5,Intel,No,4,4,1.8,LED,Intel,128.0,0,Small,Entry-level,Low-End,2.0
Hp,236250.0,Intel,No,8,4,2.7385892116182573,LED,Intel,512.0,0,Small,Entry-level,Other,2.5
Asus,178465.0,Intel,Yes,8,4,1.8,LED,NVIDIA,512.0,0,Large,Low-end,Other,2.0
Asus,164465.0,AMD,No,8,4,4.0,LCD,AMD,256.0,1024,Large,Entry-level,Mid-End,4.0
Hp,223965.0,Intel,No,8,4,1.0,LED,NVIDIA,256.0,1024,Large,Low-end,Other,1.0
Hp,262465.0,Intel,No,8,4,1.6,LED,NVIDIA,256.0,1024,Small,Low-end,Other,1.5
Asus,314965.0,Intel,No,8,3,1.8,LED,NVIDIA,512.0,0,Small,Low-end,Other,2.0
Other,93975.0,AMD,No,8,3,2.6,LED,AMD,256.0,0,Small,Low-end,Low-End,2.5
Asus,230965.0,AMD,Yes,8,4,2.9,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
Lenovo,134225.0,Intel,Yes,8,4,2.1,LED,Intel,256.0,0,Small,Entry-level,Other,2.0
Hp,244996.5,AMD,No,8,4,2.3,LED,AMD,512.0,0,Small,Entry-level,Mid-End,2.5
Asus,209965.0,Intel,Yes,8,4,1.6,LED,Intel,256.0,0,Small,Entry-level,Other,1.5
Asus,118965.0,AMD,No,8,5,4.0,LCD,AMD,512.0,0,Small,Entry-level,Low-End,4.0
Acer,279996.5,Intel,Yes,8,4,2.5,LED,NVIDIA,128.0,1024,Large,Mid-end,Other,2.5
Dell,199367.0,Intel,Yes,8,4,1.0,LED,Intel,512.0,0,Large,Entry-level,Other,1.0
Asus,104965.0,AMD,No,8,4,2.7,LED,AMD,512.0,0,Small,Entry-level,Other,2.5
Asus,108465.0,Intel,Yes,8,4,1.2,LED,Intel,512.0,0,Small,Entry-level,Other,1.0
Other,244965.0,Intel,Yes,8,4,1.6,LED,Intel,256.0,0,Large,Entry-level,Other,1.5
Hp,293996.5,AMD,Yes,16,4,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,4.0
Msi,188965.0,Intel,No,16,4,2.7,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Lenovo,192465.0,AMD,No,8,4,3.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Mid-End,3.5
Lenovo,168140.0,Intel,No,8,4,1.6,LED,Intel,512.0,0,Large,Entry-level,Other,1.5
Hp,227465.0,Intel,Yes,8,4,4.2,LED,Intel,1024.0,0,Large,Low-end,Other,4.0
Asus,177068.5,Intel,No,8,4,1.6,LED,Intel,256.0,0,Small,Entry-level,Other,1.5
Asus,402465.0,Intel,Yes,16,5,4.7,LCD,NVIDIA,1024.0,0,Large,Mid-end,Other,4.5
Hp,160646.5,Intel,Yes,8,4,4.0,LCD,Intel,256.0,0,Small,Low-end,Other,4.0
Acer,112637.0,AMD,No,8,5,2.613076923076923,LCD,AMD,256.0,0,Large,Entry-level,Low-End,2.5
Other,269465.0,Intel,No,8,4,1.3,LED,Intel,512.0,0,Large,Low-end,Other,1.5
Lenovo,367500.0,Intel,No,8,4,2.3,LED,Intel,512.0,0,Small,Entry-level,Other,2.5
Hp,276465.0,Intel,No,8,4,2.5,LED,NVIDIA,256.0,1024,Large,Mid-end,Other,2.5
Asus,454268.5,Intel,No,16,4,2.2,LED,NVIDIA,256.0,1024,Large,Mid-end,Other,2.0
Asus,391965.0,Intel,Yes,8,4,2.2,LED,NVIDIA,128.0,1024,Large,Mid-end,Other,2.0
Hp,226415.0,AMD,No,8,4,2.1,LED,NVIDIA,256.0,1024,Large,Mid-end,Mid-End,2.0
Msi,332465.0,Intel,No,16,4,1.8,LED,NVIDIA,512.0,0,Small,Low-end,Other,2.0
Asus,176099.0,Intel,No,8,4,1.6,LED,Intel,256.0,0,Large,Entry-level,Other,1.5
Lenovo,257890.5,Intel,Yes,8,4,2.5,LED,Intel,256.0,0,Small,Entry-level,Other,2.5
Asus,271232.5,Intel,Yes,8,4,1.8,LED,NVIDIA,256.0,1024,Large,Low-end,Other,2.0
Acer,300300.0,Intel,Yes,8,4,2.3,LED,NVIDIA,128.0,1024,Large,Mid-end,Other,2.5
Asus,134242.5,Intel,Yes,8,4,1.6,LED,Intel,256.0,1024,Small,Entry-level,Other,1.5
Dell,186987.5,Intel,No,8,4,2.7385892116182573,LED,Intel,512.0,0,Large,Low-end,Other,2.5
Asus,119787.5,Intel,Yes,8,4,1.2,LED,Intel,512.0,0,Large,Entry-level,Other,1.0
Hp,84353.5,AMD,No,4,4,3.1,LED,AMD,256.0,0,Small,Entry-level,Other,3.0
Other,153965.0,Intel,No,8,4,2.4,LCD,Intel,512.0,0,Small,Low-end,Other,2.5
Asus,97965.0,AMD,No,8,4,2.1,LED,AMD,512.0,0,Small,Low-end,Mid-End,2.0
Asus,106550.5,AMD,Yes,8,4,2.1,LED,AMD,512.0,0,Small,Low-end,Mid-End,2.0
Asus,115888.5,Intel,No,4,4,2.1,LED,Intel,256.0,0,Small,Entry-level,Other,2.0
Acer,255465.0,AMD,Yes,8,4,2.1,LED,NVIDIA,512.0,0,Large,Mid-end,Mid-End,2.0
Hp,88518.5,Intel,No,8,4,1.2,LED,Intel,256.0,0,Small,Entry-level,Other,1.0
Asus,62758.5,Intel,No,4,4,2.1,LED,Intel,256.0,0,Small,Entry-level,Other,2.0
Asus,108160.5,Intel,Yes,8,4,1.0,LED,Intel,512.0,0,Large,Entry-level,Other,1.0
Other,122465.0,Intel,No,8,4,1.2,LCD,Intel,256.0,0,Small,Entry-level,Other,1.0
Acer,129412.5,Intel,Yes,8,4,1.6,LED,NVIDIA,512.0,0,Large,Low-end,Other,1.5
Asus,93065.0,Intel,No,4,4,2.3,LED,Intel,256.0,0,Small,Entry-level,Other,2.5
Hp,144868.5,Intel,No,4,4,2.1,LED,Intel,256.0,0,Small,Entry-level,Other,2.0
Asus,72096.5,AMD,No,8,4,2.6,LED,AMD,256.0,0,Large,Entry-level,Low-End,2.5
Asus,77248.5,Intel,Yes,4,4,1.2,LED,Intel,512.0,0,Large,Entry-level,Other,1.0
Asus,138428.5,Intel,No,8,4,1.6,LED,Intel,512.0,0,Small,Entry-level,Other,1.5
Acer,263364.5,Intel,Yes,16,4,2.6,LED,NVIDIA,256.0,1024,Large,Mid-end,Other,2.5
Hp,101465.0,AMD,No,8,4,2.1,LED,AMD,256.0,1024,Small,Low-end,Mid-End,2.0
Hp,145215.0,AMD,No,8,4,2.1,LED,AMD,512.0,0,Large,Low-end,Mid-End,2.0
Asus,178465.0,AMD,Yes,8,4,2.9,LED,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
Hp,86908.5,AMD,No,8,4,2.1,LED,AMD,512.0,0,Large,Low-end,Mid-End,2.0
Asus,483896.0,Intel,Yes,8,4,2.4,LED,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Dell,109126.5,Intel,No,8,4,1.7,LED,Intel,256.0,0,Small,Entry-level,Other,1.5
Asus,182542.5,Intel,Yes,8,4,2.4,LED,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Asus,453572.0,Intel,No,8,4,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,4.0
Lenovo,218715.0,AMD,Yes,8,4,3.0,LED,NVIDIA,256.0,1024,Large,Mid-end,Mid-End,3.0
Hp,199465.0,AMD,No,16,4,4.2,LCD,AMD,512.0,0,Small,Entry-level,Mid-End,4.0
Asus,265965.0,AMD,No,8,4,4.2,LCD,NVIDIA,512.0,0,Large,Mid-end,High-End,4.0
Other,150209.5,Intel,Yes,8,4,1.6,LED,Intel,512.0,0,Small,Entry-level,Other,1.5
Acer,181965.0,AMD,No,8,4,2.1,LED,NVIDIA,512.0,0,Large,Mid-end,Mid-End,2.0
Hp,137546.5,Intel,No,8,4,4.0,LED,Intel,256.0,0,Large,Entry-level,Other,4.0
Msi,192465.0,Intel,Yes,8,4,2.4,LED,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Hp,199465.0,Intel,No,8,4,1.6,LED,Intel,256.0,1024,Small,Entry-level,Other,1.5
Dell,185465.0,AMD,Yes,8,4,2.1,LED,AMD,512.0,0,Large,Low-end,Mid-End,2.0
Asus,76965.0,Intel,No,8,4,1.1,LCD,Intel,256.0,0,Large,Entry-level,Low-End,1.0
Dell,85715.0,Intel,Yes,4,4,1.1,LED,Intel,256.0,0,Large,Entry-level,Low-End,1.0
Asus,150986.5,AMD,No,8,4,2.0,LED,AMD,512.0,0,Small,Entry-level,High-End,2.0
Dell,147150.5,Intel,No,8,4,1.2,LED,Intel,256.0,0,Small,Entry-level,Other,1.0
Asus,209965.0,AMD,No,8,4,2.1,LED,NVIDIA,512.0,0,Large,Mid-end,Mid-End,2.0
Lenovo,227500.0,Intel,No,8,4,1.0,LED,Intel,256.0,1024,Small,Low-end,Other,1.0
Hp,262115.0,Intel,Yes,8,4,2.4,LED,NVIDIA,256.0,1024,Large,Mid-end,Other,2.5
Msi,349965.0,Intel,No,16,4,2.6,LED,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Other,136465.0,Intel,No,8,3,1.6,LED,Intel,256.0,0,Small,Entry-level,Other,1.5
Hp,181716.5,Intel,No,8,4,1.0,LED,Intel,512.0,0,Large,Entry-level,Other,1.0
Lenovo,115888.5,Intel,Yes,8,4,2.1,LCD,Intel,512.0,0,Large,Entry-level,Other,2.0
Other,97265.0,Intel,No,8,4,1.2,LCD,Intel,512.0,0,Small,Entry-level,Other,1.0
Other,122465.0,Intel,No,8,3,1.6,LED,Intel,256.0,0,Small,Entry-level,Other,1.5
Asus,230965.0,AMD,No,16,4,2.9,LED,NVIDIA,512.0,0,Large,Mid-end,High-End,3.0
Dell,101465.0,AMD,Yes,8,4,2.6,LED,AMD,256.0,0,Large,Low-end,Low-End,2.5
Lenovo,206465.0,Intel,No,8,4,1.0,LED,Intel,512.0,0,Small,Entry-level,Other,1.0
Asus,213500.0,Intel,Yes,8,4,1.6,LED,NVIDIA,512.0,0,Large,Low-end,Other,1.5
Asus,149698.5,Intel,No,8,4,4.2,LED,Intel,512.0,0,Small,Low-end,Other,4.0
Lenovo,156138.5,AMD,No,8,4,3.0,LED,NVIDIA,256.0,1024,Large,Mid-end,Mid-End,3.0
Acer,228165.0,Intel,Yes,8,4,2.5,LED,NVIDIA,256.0,1024,Large,Mid-end,Other,2.5
Lenovo,127715.0,Intel,Yes,8,4,1.2,LED,Intel,256.0,0,Large,Entry-level,Other,1.0
Apple,598465.0,Apple,No,16,4,2.9,LCD,Apple,1024.0,0,Large,High-end,Apple M-series,3.0
Hp,222250.0,AMD,No,8,4,3.0,LED,NVIDIA,256.0,1024,Large,Mid-end,Mid-End,3.0
Asus,252000.0,Intel,Yes,8,4,2.5,LED,NVIDIA,1024.0,0,Large,Mid-end,Other,2.5
Asus,180257.0,Intel,No,16,4,2.5,LED,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Hp,115465.0,AMD,No,4,4,2.6,LED,AMD,512.0,0,Large,Low-end,Low-End,2.5
Asus,185465.0,Intel,Yes,8,4,1.6,LED,Intel,256.0,1024,Small,Entry-level,Other,1.5
Msi,248465.0,Intel,No,16,4,3.0,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,3.0
Msi,230965.0,Intel,No,8,4,2.3,LCD,NVIDIA,512.0,0,Large,Mid-end,Other,2.5
Acer,234465.0,Intel,Yes,8,4,2.5,LED,NVIDIA,256.0,1024,Large,Mid-end,Other,2.5
Lenovo,261065.0,Intel,No,8,4,2.5,LED,NVIDIA,256.0,1024,Large,Mid-end,Other,2.5
Lenovo,192524.5,Intel,Yes,8,4,2.5,LED,NVIDIA,256.0,1024,Medium,Mid-end,Other,2.5
Hp,229250.0,Intel,Yes,16,4,4.2,LED,NVIDIA,512.0,0,Large,Low-end,Other,4.0
Acer,244965.0,Intel,Yes,8,4,2.6,LED,NVIDIA,256.0,1024,Large,Mid-end,Other,2.5
Lenovo,139965.0,Intel,No,4,4,2.1,LED,Intel,256.0,0,Small,Entry-level,Other,2.0
Asus,174965.0,Intel,No,8,4,3.0,LED,Intel,256.0,0,Small,Entry-level,Other,3.0
Acer,404215.0,Intel,Yes,16,4,2.2,LED,NVIDIA,128.0,1024,Large,Mid-end,Other,2.0
Hp,150465.0,Intel,No,8,4,1.2,LED,Intel,512.0,0,Small,Entry-level,Other,1.0
Lenovo,96215.0,Intel,No,4,4,2.8,LED,Intel,256.0,0,Small,Entry-level,Low-End,3.0
Other,80465.0,Intel,No,4,4,1.1,LED,Intel,128.0,0,Small,Entry-level,Low-End,1.0
Acer,97212.5,Intel,Yes,4,4,1.2,LED,Intel,512.0,0,Small,Entry-level,Other,1.0
Acer,314996.5,Intel,Yes,16,4,2.7385892116182573,LED,NVIDIA,256.0,1024,Large,Mid-end,Other,2.5
Msi,249987.5,Intel,No,16,4,2.6,LED,NVIDIA,256.0,1024,Large,Mid-end,Other,2.5
Asus,163915.5,Intel,No,8,3,1.6,LED,Intel,256.0,0,Small,Entry-level,Other,1.5
Dell,104965.0,AMD,No,4,4,2.4913978494623654,LCD,AMD,256.0,0,Large,Entry-level,Other,2.5
Msi,192465.0,Intel,Yes,8,4,1.8,LED,Intel,512.0,0,Small,Entry-level,Other,2.0
Lenovo,160002.5,AMD,No,8,4,3.0,LED,NVIDIA,512.0,0,Large,Mid-end,Mid-End,3.0
Asus,223965.0,AMD,Yes,16,4,4.2,LED,NVIDIA,512.0,0,Small,Mid-end,High-End,4.0
Hp,230965.0,Intel,No,8,4,1.6,LED,NVIDIA,256.0,1024,Large,Low-end,Other,1.5
Lenovo,129090.5,AMD,No,8,4,2.1,LED,AMD,512.0,0,Large,Entry-level,Mid-End,2.0
Asus,178465.0,Intel,No,8,4,1.0,LED,Intel,256.0,1024,Large,Entry-level,Other,1.0
